time_s,temperature_C,pwm,heat_cool
129.89,12.55,100,0
130.02,12.58,100,0
130.16,12.56,100,0
130.29,12.57,100,0
130.43,12.56,100,0
130.57,12.55,100,0
130.7,12.55,100,0
130.83,12.55,100,0
130.97,12.56,100,0
131.1,12.53,100,0
131.24,12.55,100,0
131.37,12.54,100,0
131.51,12.54,100,0
131.64,12.53,100,0
131.78,12.55,100,0
131.91,12.54,100,0
132.05,12.55,100,0
132.18,12.56,100,0
132.32,12.54,100,0
132.45,12.56,100,0
132.59,12.55,100,0
132.72,12.55,100,0
132.86,12.55,100,0
132.99,12.55,100,0
133.13,12.53,100,0
133.26,12.55,100,0
133.4,12.54,100,0
133.53,12.56,100,0
133.67,12.54,100,0
133.8,12.54,100,0
133.94,12.54,100,0
134.07,12.54,100,0
134.21,12.54,100,0
134.34,12.52,100,0
134.48,12.54,100,0
134.61,12.54,100,0
134.75,12.55,100,0
134.88,12.53,100,0
135.02,12.53,100,0
135.15,12.53,100,0
135.29,12.53,100,0
135.42,12.53,100,0
135.56,12.53,100,0
135.69,12.53,100,0
135.83,12.53,100,0
135.96,12.55,100,0
136.1,12.52,100,0
136.24,12.54,100,0
136.37,12.52,100,0
136.51,12.54,100,0
136.64,12.53,100,0
136.77,12.53,100,0
136.91,12.52,100,0
137.04,12.55,100,0
137.18,12.53,100,0
137.31,12.54,100,0
137.45,12.54,100,0
137.58,12.53,100,0
137.72,12.54,100,0
137.85,12.53,100,0
137.99,12.53,100,0
138.12,12.53,100,0
138.26,12.52,100,0
138.39,12.53,100,0
138.53,12.52,100,0
138.66,12.52,100,0
138.8,12.54,100,0
138.93,12.53,100,0
139.07,12.53,100,0
139.2,12.53,100,0
139.34,12.53,100,0
139.47,12.52,100,0
139.61,12.52,100,0
139.74,12.52,100,0
139.88,12.52,100,0
140.01,12.52,100,0
140.15,12.52,100,0
140.28,12.5,100,0
140.42,12.52,100,0
140.55,12.52,100,0
140.69,12.53,100,0
140.82,12.52,100,0
140.96,12.52,100,0
141.09,12.5,100,0
141.23,12.53,100,0
141.36,12.52,100,0
141.5,12.52,100,0
141.63,12.52,100,0
141.77,12.49,100,0
141.9,12.53,100,0
142.04,12.52,100,0
142.17,12.52,100,0
142.31,12.53,100,0
142.44,12.54,100,0
142.58,12.52,100,0
142.71,12.53,100,0
142.85,12.52,100,0
142.98,12.53,100,0
143.12,12.52,100,0
143.25,12.53,100,0
143.38,12.53,100,0
143.52,12.53,100,0
143.65,12.53,100,0
143.79,12.53,100,0
143.93,12.53,100,0
144.06,12.53,100,0
144.19,12.53,100,0
144.33,12.52,100,0
144.46,12.53,100,0
144.6,12.55,100,0
144.73,12.53,100,0
144.87,12.53,100,0
145.0,12.53,100,0
145.14,12.54,100,0
145.27,12.52,100,0
145.41,12.53,100,0
145.54,12.53,100,0
145.68,12.52,100,0
145.81,12.53,100,0
145.95,12.53,100,0
146.08,12.52,100,0
146.22,12.52,100,0
146.35,12.53,100,0
146.49,12.52,100,0
146.62,12.51,100,0
146.76,12.52,100,0
146.89,12.51,100,0
147.03,12.52,100,0
147.16,12.51,100,0
147.3,12.5,100,0
147.43,12.52,100,0
147.57,12.5,100,0
147.7,12.51,100,0
147.84,12.52,100,0
147.97,12.51,100,0
148.11,12.53,100,0
148.24,12.51,100,0
148.38,12.51,100,0
148.51,12.5,100,0
148.65,12.5,100,0
148.78,12.49,100,0
148.92,12.5,100,0
149.05,12.48,100,0
149.19,12.49,100,0
149.32,12.49,100,0
149.46,12.48,100,0
149.59,12.48,100,0
149.73,12.48,100,0
149.86,12.45,100,0
150.0,12.49,100,0
150.13,12.48,100,0
150.27,12.48,100,0
150.4,12.48,100,0
150.54,12.48,100,0
150.67,12.47,100,0
150.8,12.49,100,0
150.94,12.46,100,0
151.07,12.49,100,0
151.21,12.48,100,0
151.35,12.47,100,0
151.48,12.47,100,0
151.61,12.47,100,0
151.75,12.48,100,0
151.88,12.48,100,0
152.02,12.48,100,0
152.15,12.47,100,0
152.29,12.47,100,0
152.42,12.47,100,0
152.56,12.47,100,0
152.69,12.47,100,0
152.83,12.47,100,0
152.96,12.48,100,0
153.1,12.47,100,0
153.23,12.47,100,0
153.37,12.47,100,0
153.5,12.47,100,0
153.64,12.47,100,0
